0,0.0002
1e-10,0.0002
1.1e-10,0
1.3e-10,0
1.7e-10,0
2e-10,0
2.1e-10,0.0002
2.3e-10,0.0002
2.699999999999999e-10,0.0002000000000000002
3e-10,0.0002
3.1e-10,-2.775557561562891e-20
3.3e-10,0
3.700000000000001e-10,0
4e-10,6.162975822039155e-36
4.1e-10,0.0002
4.300000000000001e-10,0.0002
4.700000000000001e-10,0.0002000000000000002
5e-10,0.0002
5.1e-10,0
5.299999999999999e-10,0
5.699999999999998e-10,0
6e-10,0
6.1e-10,0.0002
6.299999999999999e-10,0.0002
6.699999999999998e-10,0.0002000000000000002
7.000000000000001e-10,0.0002
7.1e-10,0
7.3e-10,0
7.699999999999998e-10,0
8e-10,0
8.1e-10,0.0002
8.299999999999999e-10,0.0002
8.699999999999998e-10,0.0002000000000000002
9e-10,0.0002
9.1e-10,0
9.299999999999999e-10,0
9.699999999999998e-10,0
1e-09,0
1.01e-09,0.0002
1.03e-09,0.0002
1.07e-09,0.0002000000000000002
1.1e-09,0.0002
1.11e-09,0
1.13e-09,0
1.17e-09,0
1.25e-09,0
1.409999999999999e-09,0
1.729999999999998e-09,0
2.1e-09,0
2.11e-09,0.0002
2.130000000000001e-09,0.0002
2.170000000000001e-09,0.0002000000000000002
2.2e-09,0.0002
2.21e-09,0
2.230000000000001e-09,0
2.270000000000001e-09,0
2.350000000000003e-09,0
2.510000000000006e-09,0
2.755000000000003e-09,0
3e-09,0
3.01e-09,0.0002
3.03e-09,0.0002
3.070000000000001e-09,0.0002000000000000002
3.1e-09,0.0002
3.11e-09,0
3.130000000000001e-09,0
3.170000000000001e-09,0
3.2e-09,0
3.21e-09,0.0002
3.230000000000001e-09,0.0002
3.270000000000001e-09,0.0002000000000000002
3.3e-09,0.0002
3.31e-09,0
3.330000000000001e-09,0
3.370000000000001e-09,0
3.450000000000003e-09,0
3.610000000000006e-09,0
3.9e-09,0
3.91e-09,0.0002
3.929999999999999e-09,0.0002
3.969999999999998e-09,0.0002000000000000002
4e-09,0.0002
4.01e-09,2.775557561562891e-20
4.03e-09,0
4.069999999999999e-09,0
4.149999999999997e-09,0
4.3e-09,0
4.31e-09,0.0002
4.33e-09,0.0002
4.369999999999999e-09,0.0002000000000000002
4.400000000000001e-09,0.0002
4.41e-09,2.775557561562891e-20
4.43e-09,0
4.469999999999999e-09,0
4.549999999999997e-09,0
4.674999999999999e-09,0
4.8e-09,0
4.81e-09,0.0002
4.829999999999999e-09,0.0002
4.869999999999998e-09,0.0002000000000000002
4.9e-09,0.0002
4.91e-09,2.775557561562891e-20
4.929999999999999e-09,0
4.969999999999998e-09,0
5e-09,0
5.01e-09,0.0002
5.029999999999999e-09,0.0002
5.069999999999998e-09,0.0002000000000000002
5.1e-09,0.0002
5.11e-09,2.775557561562891e-20
5.129999999999999e-09,0
5.169999999999998e-09,0
5.2e-09,0
5.21e-09,0.0002
5.23e-09,0.0002
5.269999999999999e-09,0.0002000000000000002
5.3e-09,0.0002
5.31e-09,2.775557561562891e-20
5.33e-09,0
5.369999999999999e-09,0
5.4e-09,0
5.41e-09,0.0002
5.43e-09,0.0002
5.469999999999999e-09,0.0002000000000000002
5.5e-09,0.0002
5.51e-09,2.775557561562891e-20
5.53e-09,0
5.569999999999999e-09,0
5.635e-09,0
5.700000000000001e-09,0
5.71e-09,0.0002
5.73e-09,0.0002
5.769999999999999e-09,0.0002000000000000002
5.8e-09,0.0002
5.81e-09,2.775557561562891e-20
5.829999999999999e-09,0
5.869999999999998e-09,0
5.949999999999996e-09,0
6.109999999999992e-09,0
6.304999999999996e-09,0
6.5e-09,0
6.51e-09,0.0002
6.53e-09,0.0002
6.569999999999999e-09,0.0002000000000000002
6.635e-09,0.0002
6.7e-09,0.0002
6.71e-09,2.775557561562891e-20
6.73e-09,0
6.769999999999999e-09,0
6.800000000000001e-09,0
6.81e-09,0.0002
6.83e-09,0.0002
6.869999999999999e-09,0.0002000000000000002
6.900000000000001e-09,0.0002
6.91e-09,2.775557561562891e-20
6.93e-09,0
6.969999999999999e-09,0
7.049999999999997e-09,0
7.209999999999993e-09,0
7.4e-09,0
7.41e-09,0.0002
7.429999999999999e-09,0.0002
7.469999999999998e-09,0.0002000000000000002
7.549999999999996e-09,0.0002
7.699999999999999e-09,0.0002
7.709999999999999e-09,2.775557561562891e-20
7.729999999999999e-09,0
7.769999999999998e-09,0
7.834999999999999e-09,0
7.9e-09,0
7.909999999999999e-09,0.0002
7.929999999999999e-09,0.0002
7.969999999999998e-09,0.0002000000000000002
8e-09,0.0002
8.01e-09,2.775557561562891e-20
8.03e-09,0
8.069999999999999e-09,0
8.149999999999997e-09,0
8.3e-09,0
8.31e-09,0.0002
8.329999999999999e-09,0.0002
8.369999999999998e-09,0.0002000000000000002
8.434999999999999e-09,0.0002
8.5e-09,0.0002
8.51e-09,2.775557561562891e-20
8.529999999999999e-09,0
8.569999999999998e-09,0
8.600000000000001e-09,0
8.610000000000001e-09,0.0002
8.63e-09,0.0002
8.669999999999999e-09,0.0002000000000000002
8.749999999999997e-09,0.0002
8.9e-09,0.0002
8.91e-09,2.775557561562891e-20
8.93e-09,0
8.969999999999999e-09,0
9e-09,0
9.009999999999999e-09,0.0002
9.029999999999999e-09,0.0002
9.069999999999998e-09,0.0002000000000000002
9.1e-09,0.0002
9.11e-09,2.775557561562891e-20
9.13e-09,0
9.169999999999999e-09,0
9.2e-09,0
9.209999999999999e-09,0.0002
9.229999999999999e-09,0.0002
9.269999999999998e-09,0.0002000000000000002
9.349999999999996e-09,0.0002
9.500000000000001e-09,0.0002
9.51e-09,2.775557561562891e-20
9.53e-09,0
9.569999999999999e-09,0
9.6e-09,0
9.61e-09,0.0002
9.629999999999999e-09,0.0002
9.669999999999998e-09,0.0002000000000000002
9.700000000000001e-09,0.0002
9.710000000000001e-09,2.775557561562891e-20
9.73e-09,0
9.769999999999999e-09,0
9.8e-09,0
9.81e-09,0.0002
9.829999999999999e-09,0.0002
9.869999999999998e-09,0.0002000000000000002
9.900000000000001e-09,0.0002
9.910000000000001e-09,2.775557561562891e-20
9.93e-09,0
9.969999999999999e-09,0
1.005e-08,0
1.02e-08,0
1.021e-08,0.0002
1.023e-08,0.0002
1.027e-08,0.0002000000000000002
1.03e-08,0.0002
1.031e-08,2.775557561562891e-20
1.033e-08,0
1.037e-08,0
1.04e-08,0
1.041e-08,0.0002
1.043e-08,0.0002
1.047e-08,0.0002000000000000002
1.05e-08,0.0002
1.051e-08,2.775557561562891e-20
1.053e-08,0
1.057e-08,0
1.065e-08,0
1.0775e-08,0
1.09e-08,0
1.091e-08,0.0002
1.093e-08,0.0002
1.097e-08,0.0002000000000000002
1.1e-08,0.0002
1.101e-08,2.775557561562891e-20
1.103e-08,0
1.107e-08,0
1.11e-08,0
1.111e-08,0.0002
1.113e-08,0.0002
1.117e-08,0.0002000000000000002
1.12e-08,0.0002
1.121e-08,2.775557561562891e-20
1.123e-08,0
1.127e-08,0
1.135e-08,0
1.15e-08,0
1.151e-08,0.0002
1.153e-08,0.0002
1.157e-08,0.0002000000000000002
1.16e-08,0.0002
1.161e-08,2.775557561562891e-20
1.163e-08,0
1.167e-08,0
1.1735e-08,0
1.18e-08,0
1.181e-08,0.0002
1.183e-08,0.0002
1.187e-08,0.0002000000000000002
1.19e-08,0.0002
1.191e-08,2.775557561562891e-20
1.193e-08,0
1.197e-08,0
1.205e-08,0
1.22e-08,0
1.221e-08,0.0002
1.223e-08,0.0002
1.227e-08,0.0002000000000000002
1.23e-08,0.0002
1.231e-08,2.775557561562891e-20
1.233e-08,0
1.237e-08,0
1.24e-08,0
1.241e-08,0.0002
1.243e-08,0.0002
1.247e-08,0.0002000000000000002
1.25e-08,0.0002
1.251e-08,2.775557561562891e-20
1.253e-08,0
1.257e-08,0
1.26e-08,0
1.261e-08,0.0002
1.263e-08,0.0002
1.267e-08,0.0002000000000000002
1.2735e-08,0.0002
1.28e-08,0.0002
1.281e-08,2.775557561562891e-20
1.283e-08,0
1.287e-08,0
1.29e-08,0
1.291e-08,0.0002
1.293e-08,0.0002
1.297e-08,0.0002000000000000002
1.3e-08,0.0002
1.301e-08,2.775557561562891e-20
1.303e-08,0
1.307e-08,0
1.31e-08,0
1.311e-08,0.0002
1.313e-08,0.0002
1.317e-08,0.0002000000000000002
1.32e-08,0.0002
1.321e-08,2.775557561562891e-20
1.323e-08,0
1.327e-08,0
1.335e-08,0
1.3475e-08,0
